id	max_rounds	pick	rounds	interference	exit	trace
S99	2	ok:task	impl=ok;panel=some;judge=rewrite|impl=fail;panel=some;judge=other	-	2	pick,impl1:ok,panel1:some,judge1,impl2:fail,panel2:some,judge2
S100	2	ok:task	impl=ok;panel=some;judge=rewrite|impl=fail;panel=some;judge=same	-	2	pick,impl1:ok,panel1:some,judge1,impl2:fail,panel2:some,judge2
S101	2	ok:task	impl=ok;panel=some;judge=rewrite|impl=fail;panel=some;judge=fail	-	2	pick,impl1:ok,panel1:some,judge1,impl2:fail,panel2:some,judge2
S102	2	ok:task	impl=ok;panel=some;judge=rewrite|impl=fail;panel=none;judge=rewrite	-	2	pick,impl1:ok,panel1:some,judge1,impl2:fail,panel2:none
S103	2	ok:task	impl=ok;panel=some;judge=done	-	0	pick,impl1:ok,panel1:some,judge1
S104	2	ok:task	impl=ok;panel=some;judge=blocked	-	1	pick,impl1:ok,panel1:some,judge1
S105	2	ok:task	impl=ok;panel=some;judge=idle	-	2	pick,impl1:ok,panel1:some,judge1
S106	2	ok:task	impl=ok;panel=some;judge=other	-	2	pick,impl1:ok,panel1:some,judge1
S107	2	ok:task	impl=ok;panel=some;judge=same	-	2	pick,impl1:ok,panel1:some,judge1
S108	2	ok:task	impl=ok;panel=some;judge=fail	-	2	pick,impl1:ok,panel1:some,judge1
S109	2	ok:task	impl=ok;panel=none;judge=rewrite	-	2	pick,impl1:ok,panel1:none
S110	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S111	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=done	-	0	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S112	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=blocked	-	1	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S113	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=idle	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S114	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=other	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S115	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=same	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S116	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=all;judge=fail	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:all,judge2
S117	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S118	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=done	-	0	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S119	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=blocked	-	1	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S120	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=idle	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S121	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=other	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S122	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=same	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S123	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=some;judge=fail	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:some,judge2
S124	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=ok;panel=none;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:ok,panel2:none
S125	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S126	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=done	-	0	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S127	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=blocked	-	1	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S128	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=idle	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S129	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=other	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S130	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=same	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S131	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=all;judge=fail	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:all,judge2
S132	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S133	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=done	-	0	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S134	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=blocked	-	1	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S135	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=idle	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S136	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=other	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S137	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=same	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S138	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=some;judge=fail	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:some,judge2
S139	2	ok:task	impl=fail;panel=all;judge=rewrite|impl=fail;panel=none;judge=rewrite	-	2	pick,impl1:fail,panel1:all,judge1,impl2:fail,panel2:none
S140	2	ok:task	impl=fail;panel=all;judge=done	-	0	pick,impl1:fail,panel1:all,judge1
S141	2	ok:task	impl=fail;panel=all;judge=blocked	-	1	pick,impl1:fail,panel1:all,judge1
S142	2	ok:task	impl=fail;panel=all;judge=idle	-	2	pick,impl1:fail,panel1:all,judge1
S143	2	ok:task	impl=fail;panel=all;judge=other	-	2	pick,impl1:fail,panel1:all,judge1
S144	2	ok:task	impl=fail;panel=all;judge=same	-	2	pick,impl1:fail,panel1:all,judge1
S145	2	ok:task	impl=fail;panel=all;judge=fail	-	2	pick,impl1:fail,panel1:all,judge1
S146	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S147	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=done	-	0	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S148	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=blocked	-	1	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S149	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=idle	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S150	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=other	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S151	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=same	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S152	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=all;judge=fail	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:all,judge2
S153	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S154	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=done	-	0	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S155	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=blocked	-	1	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S156	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=idle	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S157	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=other	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S158	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=same	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S159	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=some;judge=fail	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:some,judge2
S160	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=ok;panel=none;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:ok,panel2:none
S161	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S162	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=done	-	0	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S163	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=blocked	-	1	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S164	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=idle	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S165	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=other	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S166	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=same	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S167	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=all;judge=fail	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:all,judge2
S168	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S169	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=done	-	0	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S170	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=blocked	-	1	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S171	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=idle	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S172	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=other	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S173	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=same	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S174	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=some;judge=fail	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:some,judge2
S175	2	ok:task	impl=fail;panel=some;judge=rewrite|impl=fail;panel=none;judge=rewrite	-	2	pick,impl1:fail,panel1:some,judge1,impl2:fail,panel2:none
S176	2	ok:task	impl=fail;panel=some;judge=done	-	0	pick,impl1:fail,panel1:some,judge1
S177	2	ok:task	impl=fail;panel=some;judge=blocked	-	1	pick,impl1:fail,panel1:some,judge1
S178	2	ok:task	impl=fail;panel=some;judge=idle	-	2	pick,impl1:fail,panel1:some,judge1
S179	2	ok:task	impl=fail;panel=some;judge=other	-	2	pick,impl1:fail,panel1:some,judge1
S180	2	ok:task	impl=fail;panel=some;judge=same	-	2	pick,impl1:fail,panel1:some,judge1
S181	2	ok:task	impl=fail;panel=some;judge=fail	-	2	pick,impl1:fail,panel1:some,judge1
S182	2	ok:task	impl=fail;panel=none;judge=rewrite	-	2	pick,impl1:fail,panel1:none
S183	2	ok:done	-	-	0	pick
S184	2	ok:blocked	-	-	1	pick
S185	2	ok:idle	-	-	3	pick
S186	2	ok:other	-	-	2	pick
S187	2	ok:nothing	-	-	2	pick
S188	2	fail	-	-	2	pick
S189	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterImplementer:editTask	2	pick,impl1:ok,panel1:all,judge1
S190	1	ok:task	impl=ok;panel=all;judge=done	1:afterImplementer:editTask	0	pick,impl1:ok,panel1:all,judge1
S191	1	ok:task	impl=ok;panel=all;judge=same	1:afterImplementer:editTask	2	pick,impl1:ok,panel1:all,judge1
S192	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterImplementer:writeFinished	2	pick,impl1:ok,panel1:all,judge1
S193	1	ok:task	impl=ok;panel=all;judge=done	1:afterImplementer:writeFinished	0	pick,impl1:ok,panel1:all,judge1
S194	1	ok:task	impl=ok;panel=all;judge=same	1:afterImplementer:writeFinished	2	pick,impl1:ok,panel1:all,judge1
S195	1	ok:task	impl=ok;panel=all;judge=rewrite	1:afterImplementer:both	2	pick,impl1:ok,panel1:all,judge1
